Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Fertilizer
60,30,30,6,500,25,SSP
65,30,30,6,500,25,SSP
70,30,30,6,500,25,SSP
75,30,30,6,500,25,SSP
80,30,30,6,500,25,SSP
60,35,20,6.5,600,30,SSP
65,35,20,6.5,600,30,SSP
70,35,20,6.5,600,30,SSP
75,35,20,6.5,600,30,SSP
80,35,20,6.5,600,30,SSP
60,40,25,7,700,35,SSP
65,40,25,7,700,35,SSP
70,40,25,7,700,35,SSP
75,40,25,7,700,35,SSP
80,40,25,7,700,35,SSP
50,30,20,6,600,25,Urea
55,30,20,6,600,25,Urea
60,30,20,6,600,25,Urea
50,35,25,6.5,700,30,Urea
55,35,25,6.5,700,30,Urea
60,35,25,6.5,700,30,Urea
50,40,20,6,600,35,Urea
55,40,20,6,600,35,Urea
60,40,20,6,600,35,Urea
50,30,25,6.5,700,25,SSP
55,30,25,6.5,700,25,SSP
60,30,25,6.5,700,25,SSP
50,35,20,6,600,30,SSP
55,35,20,6,600,30,SSP
60,35,20,6,600,30,SSP
50,40,25,6.5,700,35,SSP
55,40,25,6.5,700,35,SSP
60,40,25,6.5,700,35,SSP
40,25,10,6,500,20,DAP
45,25,10,6,500,20,DAP
50,25,10,6,500,20,DAP
40,30,15,6.5,600,25,DAP
45,30,15,6.5,600,25,DAP
50,30,15,6.5,600,25,DAP
40,25,15,6,500,20,MOP
45,25,15,6,500,20,MOP
50,25,15,6,500,20,MOP
40,30,10,6.5,600,25,MOP
45,30,10,6.5,600,25,MOP
50,30,10,6.5,600,25,MOP
80,40,40,6,1000,25,Urea
85,40,40,6,1000,25,Urea
90,40,40,6,1000,25,Urea
95,40,40,6,1000,25,Urea
100,40,40,6,1000,25,Urea
105,40,40,6,1000,25,Urea
110,40,40,6,1000,25,Urea
115,40,40,6,1000,25,Urea
120,40,40,6,1000,25,Urea
80,45,45,6.5,1100,30,Urea
85,45,45,6.5,1100,30,Urea
90,45,45,6.5,1100,30,Urea
95,45,45,6.5,1100,30,Urea
100,45,45,6.5,1100,30,Urea
105,45,45,6.5,1100,30,Urea
110,45,45,6.5,1100,30,Urea
115,45,45,6.5,1100,30,Urea
120,45,45,6.5,1100,30,Urea
80,50,50,7,1200,35,Urea
85,50,50,7,1200,35,Urea
90,50,50,7,1200,35,Urea
95,50,50,7,1200,35,Urea
100,50,50,7,1200,35,Urea
105,50,50,7,1200,35,Urea
110,50,50,7,1200,35,Urea
115,50,50,7,1200,35,Urea
120,50,50,7,1200,35,Urea
80,55,55,7.5,1300,25,Urea
85,55,55,7.5,1300,25,Urea
90,55,55,7.5,1300,25,Urea
95,55,55,7.5,1300,25,Urea
100,55,55,7.5,1300,25,Urea
105,55,55,7.5,1300,25,Urea
110,55,55,7.5,1300,25,Urea
115,55,55,7.5,1300,25,Urea
120,55,55,7.5,1300,25,Urea
80,60,60,6,1400,30,Urea
85,60,60,6,1400,30,Urea
90,60,60,6,1400,30,Urea
95,60,60,6,1400,30,Urea
100,60,60,6,1400,30,Urea
105,60,60,6,1400,30,Urea
110,60,60,6,1400,30,Urea
115,60,60,6,1400,30,Urea
120,60,60,6,1400,30,Urea
80,40,45,6.5,1500,35,50:26:26 NPK
85,40,45,6.5,1500,35,50:26:26 NPK
90,40,45,6.5,1500,35,50:26:26 NPK
95,40,45,6.5,1500,35,50:26:26 NPK
100,40,45,6.5,1500,35,50:26:26 NPK
105,40,45,6.5,1500,35,50:26:26 NPK
110,40,45,6.5,1500,35,50:26:26 NPK
115,40,45,6.5,1500,35,50:26:26 NPK
120,40,45,6.5,1500,35,50:26:26 NPK
80,45,50,7,1000,25,50:26:26 NPK
85,45,50,7,1000,25,50:26:26 NPK
90,45,50,7,1000,25,50:26:26 NPK
95,45,50,7,1000,25,50:26:26 NPK
100,45,50,7,1000,25,50:26:26 NPK
105,45,50,7,1000,25,50:26:26 NPK
110,45,50,7,1000,25,50:26:26 NPK
115,45,50,7,1000,25,50:26:26 NPK
120,45,50,7,1000,25,50:26:26 NPK
80,50,55,7.5,1100,30,50:26:26 NPK
85,50,55,7.5,1100,30,50:26:26 NPK
90,50,55,7.5,1100,30,50:26:26 NPK
95,50,55,7.5,1100,30,50:26:26 NPK
100,50,55,7.5,1100,30,50:26:26 NPK
105,50,55,7.5,1100,30,50:26:26 NPK
110,50,55,7.5,1100,30,50:26:26 NPK
115,50,55,7.5,1100,30,50:26:26 NPK
120,50,55,7.5,1100,30,50:26:26 NPK
80,55,60,6,1200,35,50:26:26 NPK
85,55,60,6,1200,35,50:26:26 NPK
90,55,60,6,1200,35,50:26:26 NPK
95,55,60,6,1200,35,50:26:26 NPK
100,55,60,6,1200,35,50:26:26 NPK
105,55,60,6,1200,35,50:26:26 NPK
110,55,60,6,1200,35,50:26:26 NPK
115,55,60,6,1200,35,50:26:26 NPK
120,55,60,6,1200,35,50:26:26 NPK
80,60,40,6.5,1300,25,50:26:26 NPK
85,60,40,6.5,1300,25,50:26:26 NPK
90,60,40,6.5,1300,25,50:26:26 NPK
95,60,40,6.5,1300,25,50:26:26 NPK
100,60,40,6.5,1300,25,50:26:26 NPK
105,60,40,6.5,1300,25,50:26:26 NPK
110,60,40,6.5,1300,25,50:26:26 NPK
115,60,40,6.5,1300,25,50:26:26 NPK
120,60,40,6.5,1300,25,50:26:26 NPK
80,40,50,7,1400,30,Urea
85,40,50,7,1400,30,Urea
90,40,50,7,1400,30,Urea
95,40,50,7,1400,30,Urea
100,40,50,7,1400,30,Urea
105,40,50,7,1400,30,Urea
110,40,50,7,1400,30,Urea
115,40,50,7,1400,30,Urea
120,40,50,7,1400,30,Urea
80,45,55,7.5,1500,35,Urea
85,45,55,7.5,1500,35,Urea
90,45,55,7.5,1500,35,Urea
95,45,55,7.5,1500,35,Urea
100,45,55,7.5,1500,35,Urea
105,45,55,7.5,1500,35,Urea
110,45,55,7.5,1500,35,Urea
115,45,55,7.5,1500,35,Urea
120,45,55,7.5,1500,35,Urea
80,50,60,6,1000,25,Urea
85,50,60,6,1000,25,Urea
90,50,60,6,1000,25,Urea
95,50,60,6,1000,25,Urea
100,50,60,6,1000,25,Urea
105,50,60,6,1000,25,Urea
110,50,60,6,1000,25,Urea
115,50,60,6,1000,25,Urea
120,50,60,6,1000,25,Urea
80,55,40,6.5,1100,30,Urea
85,55,40,6.5,1100,30,Urea
90,55,40,6.5,1100,30,Urea
95,55,40,6.5,1100,30,Urea
100,55,40,6.5,1100,30,Urea
105,55,40,6.5,1100,30,Urea
110,55,40,6.5,1100,30,Urea
115,55,40,6.5,1100,30,Urea
120,55,40,6.5,1100,30,Urea
80,60,45,7,1200,35,Urea
85,60,45,7,1200,35,Urea
90,60,45,7,1200,35,Urea
95,60,45,7,1200,35,Urea
100,60,45,7,1200,35,Urea
105,60,45,7,1200,35,Urea
110,60,45,7,1200,35,Urea
115,60,45,7,1200,35,Urea
120,60,45,7,1200,35,Urea
80,40,55,7.5,1300,25,50:26:26 NPK
85,40,55,7.5,1300,25,50:26:26 NPK
90,40,55,7.5,1300,25,50:26:26 NPK
95,40,55,7.5,1300,25,50:26:26 NPK
100,40,55,7.5,1300,25,50:26:26 NPK
105,40,55,7.5,1300,25,50:26:26 NPK
110,40,55,7.5,1300,25,50:26:26 NPK
115,40,55,7.5,1300,25,50:26:26 NPK
120,40,55,7.5,1300,25,50:26:26 NPK
80,45,60,6,1400,30,50:26:26 NPK
85,45,60,6,1400,30,50:26:26 NPK
90,45,60,6,1400,30,50:26:26 NPK
95,45,60,6,1400,30,50:26:26 NPK
100,45,60,6,1400,30,50:26:26 NPK
105,45,60,6,1400,30,50:26:26 NPK
110,45,60,6,1400,30,50:26:26 NPK
115,45,60,6,1400,30,50:26:26 NPK
120,45,60,6,1400,30,50:26:26 NPK
80,50,40,6.5,1500,35,50:26:26 NPK
85,50,40,6.5,1500,35,50:26:26 NPK
90,50,40,6.5,1500,35,50:26:26 NPK
95,50,40,6.5,1500,35,50:26:26 NPK
100,50,40,6.5,1500,35,50:26:26 NPK
105,50,40,6.5,1500,35,50:26:26 NPK
110,50,40,6.5,1500,35,50:26:26 NPK
115,50,40,6.5,1500,35,50:26:26 NPK
120,50,40,6.5,1500,35,50:26:26 NPK
80,55,45,7,1000,25,50:26:26 NPK
85,55,45,7,1000,25,50:26:26 NPK
90,55,45,7,1000,25,50:26:26 NPK
95,55,45,7,1000,25,50:26:26 NPK
100,55,45,7,1000,25,50:26:26 NPK
105,55,45,7,1000,25,50:26:26 NPK
110,55,45,7,1000,25,50:26:26 NPK
115,55,45,7,1000,25,50:26:26 NPK
120,55,45,7,1000,25,50:26:26 NPK
80,60,50,7.5,1100,30,50:26:26 NPK
85,60,50,7.5,1100,30,50:26:26 NPK
90,60,50,7.5,1100,30,50:26:26 NPK
95,60,50,7.5,1100,30,50:26:26 NPK
100,60,50,7.5,1100,30,50:26:26 NPK
105,60,50,7.5,1100,30,50:26:26 NPK
110,60,50,7.5,1100,30,50:26:26 NPK
115,60,50,7.5,1100,30,50:26:26 NPK
120,60,50,7.5,1100,30,50:26:26 NPK
80,40,60,6,1200,35,Urea
85,40,60,6,1200,35,Urea
90,40,60,6,1200,35,Urea
95,40,60,6,1200,35,Urea
100,40,60,6,1200,35,Urea
105,40,60,6,1200,35,Urea
110,40,60,6,1200,35,Urea
115,40,60,6,1200,35,Urea
120,40,60,6,1200,35,Urea
80,45,40,6.5,1300,25,Urea
85,45,40,6.5,1300,25,Urea
90,45,40,6.5,1300,25,Urea
95,45,40,6.5,1300,25,Urea
100,45,40,6.5,1300,25,Urea
105,45,40,6.5,1300,25,Urea
110,45,40,6.5,1300,25,Urea
115,45,40,6.5,1300,25,Urea
120,45,40,6.5,1300,25,Urea
80,50,45,7,1400,30,Urea
85,50,45,7,1400,30,Urea
90,50,45,7,1400,30,Urea
95,50,45,7,1400,30,Urea
100,50,45,7,1400,30,Urea
105,50,45,7,1400,30,Urea
110,50,45,7,1400,30,Urea
115,50,45,7,1400,30,Urea
120,50,45,7,1400,30,Urea
80,55,50,7.5,1500,35,Urea
85,55,50,7.5,1500,35,Urea
90,55,50,7.5,1500,35,Urea
95,55,50,7.5,1500,35,Urea
100,55,50,7.5,1500,35,Urea
105,55,50,7.5,1500,35,Urea
110,55,50,7.5,1500,35,Urea
115,55,50,7.5,1500,35,Urea
120,55,50,7.5,1500,35,Urea
80,60,55,6,1000,20,Urea
85,60,55,6,1000,20,Urea
90,60,55,6,1000,20,Urea
95,60,55,6,1000,20,Urea
100,60,55,6,1000,20,Urea
105,60,55,6,1000,20,Urea
110,60,55,6,1000,20,Urea
115,60,55,6,1000,20,Urea
120,60,55,6,1000,20,Urea
40,20,20,6,400,25,10:26:26 NPK
45,20,20,6,400,25,10:26:26 NPK
50,20,20,6,400,25,10:26:26 NPK
55,20,20,6,400,25,10:26:26 NPK
60,20,20,6,400,25,10:26:26 NPK
40,25,25,6.5,500,30,10:26:26 NPK
45,25,25,6.5,500,30,10:26:26 NPK
50,25,25,6.5,500,30,10:26:26 NPK
55,25,25,6.5,500,30,10:26:26 NPK
60,25,25,6.5,500,30,10:26:26 NPK
40,30,30,7,600,35,10:26:26 NPK
45,30,30,7,600,35,10:26:26 NPK
50,30,30,7,600,35,10:26:26 NPK
55,30,30,7,600,35,10:26:26 NPK
60,30,30,7,600,35,10:26:26 NPK
40,35,35,7.5,400,25,10:26:26 NPK
45,35,35,7.5,400,25,10:26:26 NPK
50,35,35,7.5,400,25,10:26:26 NPK
55,35,35,7.5,400,25,10:26:26 NPK
60,35,35,7.5,400,25,10:26:26 NPK
40,40,40,6,500,30,10:26:26 NPK
45,40,40,6,500,30,10:26:26 NPK
50,40,40,6,500,30,10:26:26 NPK
55,40,40,6,500,30,10:26:26 NPK
60,40,40,6,500,30,10:26:26 NPK
40,20,25,6.5,600,35,Urea
45,20,25,6.5,600,35,Urea
50,20,25,6.5,600,35,Urea
55,20,25,6.5,600,35,Urea
60,20,25,6.5,600,35,Urea
40,25,30,7,400,25,Urea
45,25,30,7,400,25,Urea
50,25,30,7,400,25,Urea
55,25,30,7,400,25,Urea
60,25,30,7,400,25,Urea
40,30,35,7.5,500,30,Urea
45,30,35,7.5,500,30,Urea
50,30,35,7.5,500,30,Urea
55,30,35,7.5,500,30,Urea
60,30,35,7.5,500,30,Urea
40,35,40,6,600,35,Urea
45,35,40,6,600,35,Urea
50,35,40,6,600,35,Urea
55,35,40,6,600,35,Urea
60,35,40,6,600,35,Urea
40,40,20,6.5,400,25,Urea
45,40,20,6.5,400,25,Urea
50,40,20,6.5,400,25,Urea
55,40,20,6.5,400,25,Urea
60,40,20,6.5,400,25,Urea
40,20,30,7,500,30,SSP
45,20,30,7,500,30,SSP
50,20,30,7,500,30,SSP
55,20,30,7,500,30,SSP
60,20,30,7,500,30,SSP
40,25,35,7.5,600,35,SSP
45,25,35,7.5,600,35,SSP
50,25,35,7.5,600,35,SSP
55,25,35,7.5,600,35,SSP
60,25,35,7.5,600,35,SSP
40,30,40,6,400,25,SSP
45,30,40,6,400,25,SSP
50,30,40,6,400,25,SSP
55,30,40,6,400,25,SSP
60,30,40,6,400,25,SSP
40,35,20,6.5,500,30,SSP
45,35,20,6.5,500,30,SSP
50,35,20,6.5,500,30,SSP
55,35,20,6.5,500,30,SSP
60,35,20,6.5,500,30,SSP
40,40,25,7,600,35,SSP
45,40,25,7,600,35,SSP
50,40,25,7,600,35,SSP
55,40,25,7,600,35,SSP
60,40,25,7,600,35,SSP
40,20,35,7.5,400,25,10:26:26 NPK
45,20,35,7.5,400,25,10:26:26 NPK
50,20,35,7.5,400,25,10:26:26 NPK
55,20,35,7.5,400,25,10:26:26 NPK
60,20,35,7.5,400,25,10:26:26 NPK
40,25,40,6,500,30,10:26:26 NPK
45,25,40,6,500,30,10:26:26 NPK
50,25,40,6,500,30,10:26:26 NPK
55,25,40,6,500,30,10:26:26 NPK
60,25,40,6,500,30,10:26:26 NPK
40,30,20,6.5,600,35,10:26:26 NPK
45,30,20,6.5,600,35,10:26:26 NPK
50,30,20,6.5,600,35,10:26:26 NPK
55,30,20,6.5,600,35,10:26:26 NPK
60,30,20,6.5,600,35,10:26:26 NPK
40,35,25,7,400,25,10:26:26 NPK
45,35,25,7,400,25,10:26:26 NPK
50,35,25,7,400,25,10:26:26 NPK
55,35,25,7,400,25,10:26:26 NPK
60,35,25,7,400,25,10:26:26 NPK
40,40,30,7.5,500,30,10:26:26 NPK
45,40,30,7.5,500,30,10:26:26 NPK
50,40,30,7.5,500,30,10:26:26 NPK
55,40,30,7.5,500,30,10:26:26 NPK
60,40,30,7.5,500,30,10:26:26 NPK
40,20,40,6,600,35,Urea
45,20,40,6,600,35,Urea
50,20,40,6,600,35,Urea
55,20,40,6,600,35,Urea
60,20,40,6,600,35,Urea
40,25,20,6.5,400,25,Urea
45,25,20,6.5,400,25,Urea
50,25,20,6.5,400,25,Urea
55,25,20,6.5,400,25,Urea
60,25,20,6.5,400,25,Urea
40,30,25,7,500,30,Urea
45,30,25,7,500,30,Urea
50,30,25,7,500,30,Urea
55,30,25,7,500,30,Urea
60,30,25,7,500,30,Urea
40,35,30,7.5,600,35,Urea
45,35,30,7.5,600,35,Urea
50,35,30,7.5,600,35,Urea
55,35,30,7.5,600,35,Urea
60,35,30,7.5,600,35,Urea
40,40,35,6,400,25,Urea
45,40,35,6,400,25,Urea
50,40,35,6,400,25,Urea
55,40,35,6,400,25,Urea
60,40,35,6,400,25,Urea
120,60,120,6,900,20,Urea
125,60,120,6,900,20,Urea
130,60,120,6,900,20,Urea
135,60,120,6,900,20,Urea
140,60,120,6,900,20,Urea
145,60,120,6,900,20,Urea
150,60,120,6,900,20,Urea
120,65,125,6.5,1000,25,Urea
125,65,125,6.5,1000,25,Urea
130,65,125,6.5,1000,25,Urea
135,65,125,6.5,1000,25,Urea
140,65,125,6.5,1000,25,Urea
145,65,125,6.5,1000,25,Urea
150,65,125,6.5,1000,25,Urea
120,70,130,7,900,30,Urea
125,70,130,7,900,30,Urea
130,70,130,7,900,30,Urea
135,70,130,7,900,30,Urea
140,70,130,7,900,30,Urea
145,70,130,7,900,30,Urea
150,70,130,7,900,30,Urea
120,75,135,6,1000,35,Urea
125,75,135,6,1000,35,Urea
130,75,135,6,1000,35,Urea
135,75,135,6,1000,35,Urea
140,75,135,6,1000,35,Urea
145,75,135,6,1000,35,Urea
150,75,135,6,1000,35,Urea
120,80,140,6.5,900,20,Urea
125,80,140,6.5,900,20,Urea
130,80,140,6.5,900,20,Urea
135,80,140,6.5,900,20,Urea
140,80,140,6.5,900,20,Urea
145,80,140,6.5,900,20,Urea
150,80,140,6.5,900,20,Urea
120,85,145,7,1000,25,Urea
125,85,145,7,1000,25,Urea
130,85,145,7,1000,25,Urea
135,85,145,7,1000,25,Urea
140,85,145,7,1000,25,Urea
145,85,145,7,1000,25,Urea
150,85,145,7,1000,25,Urea
120,90,150,6,900,30,Urea
125,90,150,6,900,30,Urea
130,90,150,6,900,30,Urea
135,90,150,6,900,30,Urea
140,90,150,6,900,30,Urea
145,90,150,6,900,30,Urea
150,90,150,6,900,30,Urea
120,60,125,6.5,1000,35,DAP
125,60,125,6.5,1000,35,DAP
130,60,125,6.5,1000,35,DAP
135,60,125,6.5,1000,35,DAP
140,60,125,6.5,1000,35,DAP
145,60,125,6.5,1000,35,DAP
150,60,125,6.5,1000,35,DAP
120,65,130,7,900,20,DAP
125,65,130,7,900,20,DAP
130,65,130,7,900,20,DAP
135,65,130,7,900,20,DAP
140,65,130,7,900,20,DAP
145,65,130,7,900,20,DAP
150,65,130,7,900,20,DAP
120,70,135,6,1000,25,DAP
125,70,135,6,1000,25,DAP
130,70,135,6,1000,25,DAP
135,70,135,6,1000,25,DAP
140,70,135,6,1000,25,DAP
145,70,135,6,1000,25,DAP
150,70,135,6,1000,25,DAP
120,75,140,6.5,900,30,DAP
125,75,140,6.5,900,30,DAP
130,75,140,6.5,900,30,DAP
135,75,140,6.5,900,30,DAP
140,75,140,6.5,900,30,DAP
145,75,140,6.5,900,30,DAP
150,75,140,6.5,900,30,DAP
120,80,145,7,1000,35,DAP
125,80,145,7,1000,35,DAP
130,80,145,7,1000,35,DAP
135,80,145,7,1000,35,DAP
140,80,145,7,1000,35,DAP
145,80,145,7,1000,35,DAP
150,80,145,7,1000,35,DAP
120,85,150,6,900,20,DAP
125,85,150,6,900,20,DAP
130,85,150,6,900,20,DAP
135,85,150,6,900,20,DAP
140,85,150,6,900,20,DAP
145,85,150,6,900,20,DAP
150,85,150,6,900,20,DAP
120,90,120,6.5,1000,25,DAP
125,90,120,6.5,1000,25,DAP
130,90,120,6.5,1000,25,DAP
135,90,120,6.5,1000,25,DAP
140,90,120,6.5,1000,25,DAP
145,90,120,6.5,1000,25,DAP
150,90,120,6.5,1000,25,DAP
120,60,130,7,900,30,MOP
125,60,130,7,900,30,MOP
130,60,130,7,900,30,MOP
135,60,130,7,900,30,MOP
140,60,130,7,900,30,MOP
145,60,130,7,900,30,MOP
150,60,130,7,900,30,MOP
120,65,135,6,1000,35,MOP
125,65,135,6,1000,35,MOP
130,65,135,6,1000,35,MOP
135,65,135,6,1000,35,MOP
140,65,135,6,1000,35,MOP
145,65,135,6,1000,35,MOP
150,65,135,6,1000,35,MOP
120,70,140,6.5,900,20,MOP
125,70,140,6.5,900,20,MOP
130,70,140,6.5,900,20,MOP
135,70,140,6.5,900,20,MOP
140,70,140,6.5,900,20,MOP
145,70,140,6.5,900,20,MOP
150,70,140,6.5,900,20,MOP
120,75,145,7,1000,25,MOP
125,75,145,7,1000,25,MOP
130,75,145,7,1000,25,MOP
135,75,145,7,1000,25,MOP
140,75,145,7,1000,25,MOP
145,75,145,7,1000,25,MOP
150,75,145,7,1000,25,MOP
120,80,150,6,900,30,MOP
125,80,150,6,900,30,MOP
130,80,150,6,900,30,MOP
135,80,150,6,900,30,MOP
140,80,150,6,900,30,MOP
145,80,150,6,900,30,MOP
150,80,150,6,900,30,MOP
120,85,120,6.5,1000,35,MOP
125,85,120,6.5,1000,35,MOP
130,85,120,6.5,1000,35,MOP
135,85,120,6.5,1000,35,MOP
140,85,120,6.5,1000,35,MOP
145,85,120,6.5,1000,35,MOP
150,85,120,6.5,1000,35,MOP
120,90,125,7,900,20,MOP
125,90,125,7,900,20,MOP
130,90,125,7,900,20,MOP
135,90,125,7,900,20,MOP
140,90,125,7,900,20,MOP
145,90,125,7,900,20,MOP
150,90,125,7,900,20,MOP
120,60,135,6,1000,25,Urea
125,60,135,6,1000,25,Urea
130,60,135,6,1000,25,Urea
135,60,135,6,1000,25,Urea
140,60,135,6,1000,25,Urea
145,60,135,6,1000,25,Urea
150,60,135,6,1000,25,Urea
120,65,140,6.5,900,30,Urea
125,65,140,6.5,900,30,Urea
130,65,140,6.5,900,30,Urea
135,65,140,6.5,900,30,Urea
140,65,140,6.5,900,30,Urea
145,65,140,6.5,900,30,Urea
150,65,140,6.5,900,30,Urea
120,70,145,7,1000,35,Urea
125,70,145,7,1000,35,Urea
130,70,145,7,1000,35,Urea
135,70,145,7,1000,35,Urea
140,70,145,7,1000,35,Urea
145,70,145,7,1000,35,Urea
150,70,145,7,1000,35,Urea
120,75,150,6,900,20,Urea
125,75,150,6,900,20,Urea
130,75,150,6,900,20,Urea
135,75,150,6,900,20,Urea
140,75,150,6,900,20,Urea
145,75,150,6,900,20,Urea
150,75,150,6,900,20,Urea
120,80,120,6.5,1000,25,Urea
125,80,120,6.5,1000,25,Urea
130,80,120,6.5,1000,25,Urea
135,80,120,6.5,1000,25,Urea
140,80,120,6.5,1000,25,Urea
145,80,120,6.5,1000,25,Urea
150,80,120,6.5,1000,25,Urea
120,85,125,7,900,30,Urea
125,85,125,7,900,30,Urea
130,85,125,7,900,30,Urea
135,85,125,7,900,30,Urea
140,85,125,7,900,30,Urea
145,85,125,7,900,30,Urea
150,85,125,7,900,30,Urea
120,90,130,6,1000,35,Urea
125,90,130,6,1000,35,Urea
130,90,130,6,1000,35,Urea
135,90,130,6,1000,35,Urea
140,90,130,6,1000,35,Urea
145,90,130,6,1000,35,Urea
150,90,130,6,1000,35,Urea
120,60,140,6.5,900,20,DAP
125,60,140,6.5,900,20,DAP
130,60,140,6.5,900,20,DAP
135,60,140,6.5,900,20,DAP
140,60,140,6.5,900,20,DAP
145,60,140,6.5,900,20,DAP
150,60,140,6.5,900,20,DAP
120,65,145,7,1000,25,DAP
125,65,145,7,1000,25,DAP
130,65,145,7,1000,25,DAP
135,65,145,7,1000,25,DAP
140,65,145,7,1000,25,DAP
145,65,145,7,1000,25,DAP
150,65,145,7,1000,25,DAP
120,70,150,6,900,30,DAP
125,70,150,6,900,30,DAP
130,70,150,6,900,30,DAP
135,70,150,6,900,30,DAP
140,70,150,6,900,30,DAP
145,70,150,6,900,30,DAP
150,70,150,6,900,30,DAP
120,75,120,6.5,1000,35,DAP
125,75,120,6.5,1000,35,DAP
130,75,120,6.5,1000,35,DAP
135,75,120,6.5,1000,35,DAP
140,75,120,6.5,1000,35,DAP
145,75,120,6.5,1000,35,DAP
150,75,120,6.5,1000,35,DAP
120,80,125,7,900,20,DAP
125,80,125,7,900,20,DAP
130,80,125,7,900,20,DAP
135,80,125,7,900,20,DAP
140,80,125,7,900,20,DAP
145,80,125,7,900,20,DAP
150,80,125,7,900,20,DAP
120,85,130,6,1000,25,DAP
125,85,130,6,1000,25,DAP
130,85,130,6,1000,25,DAP
135,85,130,6,1000,25,DAP
140,85,130,6,1000,25,DAP
145,85,130,6,1000,25,DAP
150,85,130,6,1000,25,DAP
120,90,135,6.5,900,30,DAP
125,90,135,6.5,900,30,DAP
130,90,135,6.5,900,30,DAP
135,90,135,6.5,900,30,DAP
140,90,135,6.5,900,30,DAP
145,90,135,6.5,900,30,DAP
150,90,135,6.5,900,30,DAP
120,60,145,7,1000,35,MOP
125,60,145,7,1000,35,MOP
130,60,145,7,1000,35,MOP
135,60,145,7,1000,35,MOP
140,60,145,7,1000,35,MOP
145,60,145,7,1000,35,MOP
150,60,145,7,1000,35,MOP
120,65,150,6,900,20,MOP
125,65,150,6,900,20,MOP
130,65,150,6,900,20,MOP
135,65,150,6,900,20,MOP
140,65,150,6,900,20,MOP
145,65,150,6,900,20,MOP
150,65,150,6,900,20,MOP
120,70,120,6.5,1000,25,MOP
125,70,120,6.5,1000,25,MOP
130,70,120,6.5,1000,25,MOP
135,70,120,6.5,1000,25,MOP
140,70,120,6.5,1000,25,MOP
145,70,120,6.5,1000,25,MOP
150,70,120,6.5,1000,25,MOP
120,75,125,7,900,30,MOP
125,75,125,7,900,30,MOP
130,75,125,7,900,30,MOP
135,75,125,7,900,30,MOP
140,75,125,7,900,30,MOP
145,75,125,7,900,30,MOP
150,75,125,7,900,30,MOP
120,80,130,6,1000,35,MOP
125,80,130,6,1000,35,MOP
130,80,130,6,1000,35,MOP
135,80,130,6,1000,35,MOP
140,80,130,6,1000,35,MOP
145,80,130,6,1000,35,MOP
150,80,130,6,1000,35,MOP
120,85,135,6.5,900,20,MOP
125,85,135,6.5,900,20,MOP
130,85,135,6.5,900,20,MOP
135,85,135,6.5,900,20,MOP
140,85,135,6.5,900,20,MOP
145,85,135,6.5,900,20,MOP
150,85,135,6.5,900,20,MOP
120,90,140,7,1000,25,MOP
125,90,140,7,1000,25,MOP
130,90,140,7,1000,25,MOP
135,90,140,7,1000,25,MOP
140,90,140,7,1000,25,MOP
145,90,140,7,1000,25,MOP
150,90,140,7,1000,25,MOP
120,60,150,6,900,30,Urea
125,60,150,6,900,30,Urea
130,60,150,6,900,30,Urea
135,60,150,6,900,30,Urea
140,60,150,6,900,30,Urea
145,60,150,6,900,30,Urea
150,60,150,6,900,30,Urea
120,65,120,6.5,1000,35,Urea
125,65,120,6.5,1000,35,Urea
130,65,120,6.5,1000,35,Urea
135,65,120,6.5,1000,35,Urea
140,65,120,6.5,1000,35,Urea
145,65,120,6.5,1000,35,Urea
150,65,120,6.5,1000,35,Urea
120,70,125,7,900,20,Urea
125,70,125,7,900,20,Urea
130,70,125,7,900,20,Urea
135,70,125,7,900,20,Urea
140,70,125,7,900,20,Urea
145,70,125,7,900,20,Urea
150,70,125,7,900,20,Urea
120,75,130,6,1000,25,Urea
125,75,130,6,1000,25,Urea
130,75,130,6,1000,25,Urea
135,75,130,6,1000,25,Urea
140,75,130,6,1000,25,Urea
145,75,130,6,1000,25,Urea
150,75,130,6,1000,25,Urea
120,80,135,6.5,900,30,Urea
125,80,135,6.5,900,30,Urea
130,80,135,6.5,900,30,Urea
135,80,135,6.5,900,30,Urea
140,80,135,6.5,900,30,Urea
145,80,135,6.5,900,30,Urea
150,80,135,6.5,900,30,Urea
120,85,140,7,1000,35,Urea
125,85,140,7,1000,35,Urea
130,85,140,7,1000,35,Urea
135,85,140,7,1000,35,Urea
140,85,140,7,1000,35,Urea
145,85,140,7,1000,35,Urea
150,85,140,7,1000,35,Urea
120,90,145,6,900,20,Urea
125,90,145,6,900,20,Urea
130,90,145,6,900,20,Urea
135,90,145,6,900,20,Urea
140,90,145,6,900,20,Urea
145,90,145,6,900,20,Urea
150,90,145,6,900,20,Urea
40,40,60,5.5,900,20,Urea
45,40,60,5.5,900,20,Urea
50,40,60,5.5,900,20,Urea
55,40,60,5.5,900,20,Urea
60,40,60,5.5,900,20,Urea
40,45,65,6,1000,25,Urea
45,45,65,6,1000,25,Urea
50,45,65,6,1000,25,Urea
55,45,65,6,1000,25,Urea
60,45,65,6,1000,25,Urea
40,50,70,6.5,900,30,Urea
45,50,70,6.5,900,30,Urea
50,50,70,6.5,900,30,Urea
55,50,70,6.5,900,30,Urea
60,50,70,6.5,900,30,Urea
40,55,75,5.5,1000,35,Urea
45,55,75,5.5,1000,35,Urea
